,date,problem,citationIssued,personSearch,vehicleSearch,preRace,race,gender,lat,long,policePrecinct,neighborhood
35217,2017-06-27 11:19:54,traffic,,NO,NO,Unknown,White,Female,45.02408284,-93.30769476,4,Folwell
35218,2017-06-27 11:27:08,traffic,,NO,NO,Unknown,Black,Female,45.02318139,-93.30832352,4,Cleveland
35219,2017-06-27 11:27:08,suspicious,,NO,NO,Unknown,Unknown,Male,44.95345,-93.31931,5,Cedar - Isles - Dean
35221,2017-06-27 11:32:40,traffic,,NO,NO,Unknown,Black,Male,45.022276,-93.30893989,4,Cleveland
35222,2017-06-27 11:33:21,traffic,,NO,NO,Unknown,White,Female,44.98163803,-93.27424677,1,Downtown West
35223,2017-06-27 11:36:49,traffic,,NO,NO,Unknown,Latino,Male,45.02408841,-93.30897349,4,Cleveland
35224,2017-06-27 11:38:09,suspicious,,YES,NO,Native American,Native American,Male,44.96662,-93.24725,1,Cedar Riverside
35225,2017-06-27 11:40:50,traffic,,NO,NO,Unknown,White,Female,45.02408284,-93.30769476,4,Folwell
35226,2017-06-27 11:45:50,traffic,,NO,NO,Unknown,Black,Male,45.02408284,-93.30769476,4,Folwell
35227,2017-06-27 11:51:45,suspicious,,YES,NO,Unknown,Native American,Female,44.94474,-93.25503,3,Powderhorn Park
35228,2017-06-27 11:52:41,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94836,-93.27792,5,Lyndale
35229,2017-06-27 11:54:44,traffic,,NO,NO,Unknown,Latino,Male,45.02861109,-93.30842295,4,Victory
35230,2017-06-27 11:56:00,suspicious,,NO,NO,Unknown,White,Male,44.96269,-93.27275,5,Steven's Square - Loring Heights
35231,2017-06-27 12:02:44,traffic,,NO,NO,Unknown,Native American,Female,45.03864034,-93.31390374,4,Victory
35232,2017-06-27 12:05:08,traffic,,NO,NO,Unknown,Black,Male,45.003144,-93.29105149,4,Hawthorne
35233,2017-06-27 12:07:26,traffic,,NO,NO,Unknown,Black,Male,45.0393189,-93.31489459,4,Victory
35234,2017-06-27 12:17:12,traffic,,NO,NO,Unknown,East African,Female,45.03864034,-93.31390374,4,Victory
35235,2017-06-27 12:17:23,traffic,,NO,NO,Unknown,Black,Female,44.9474943,-93.2779272,5,Lyndale
35236,2017-06-27 12:22:30,traffic,,NO,NO,Unknown,White,Male,45.0393189,-93.31489459,4,Victory
35237,2017-06-27 12:22:42,suspicious,,NO,NO,Unknown,Black,Male,45.02032,-93.29056,4,McKinley
35238,2017-06-27 12:28:26,traffic,,NO,NO,Latino,Latino,Male,45.01861,-93.30064,4,Folwell
35239,2017-06-27 12:31:06,traffic,,NO,NO,Unknown,Black,Female,45.0177557,-93.30825905,4,Cleveland
35241,2017-06-27 12:34:03,traffic,,NO,YES,Black,Black,Male,45.02043,-93.30445,4,Folwell
35242,2017-06-27 12:40:36,suspicious,,YES,NO,White,White,Female,44.96470633,-93.28890224,5,Lowry Hill East
35243,2017-06-27 12:44:23,suspicious,,YES,NO,Unknown,Unknown,Female,44.95375,-93.24864,3,East Phillips
35245,2017-06-27 12:56:25,traffic,,NO,NO,Unknown,Black,Male,44.95194,-93.25883,3,Midtown Phillips
35247,2017-06-27 12:58:13,traffic,,NO,NO,Unknown,Black,Female,45.02405996,-93.30515436,4,Folwell
35249,2017-06-27 13:13:38,traffic,,NO,NO,Unknown,Black,Female,45.03349,-93.29577,4,Webber - Camden
35250,2017-06-27 13:17:51,suspicious,,YES,NO,Black,Black,Male,44.99914804,-93.29181556,4,Near - North
35251,2017-06-27 13:20:27,traffic,,NO,NO,White,White,Male,45.02039819,-93.30000548,4,Folwell
35252,2017-06-27 13:24:00,traffic,,NO,NO,Unknown,Black,Female,45.02318139,-93.30832352,4,Cleveland
35253,2017-06-27 13:28:45,traffic,,NO,NO,Unknown,Black,Female,45.03041813,-93.30846199,4,Victory
35254,2017-06-27 13:29:48,suspicious,,NO,NO,White,Unknown,Male,44.90711,-93.32902,5,Fulton
35255,2017-06-27 13:29:49,suspicious,,YES,YES,Unknown,Other,Female,44.94474,-93.25503,3,Powderhorn Park
35256,2017-06-27 13:31:58,traffic,,NO,NO,Unknown,White,Male,45.02046261,-93.30890172,4,Cleveland
35257,2017-06-27 13:34:39,traffic,,NO,NO,Unknown,Black,Female,45.03041813,-93.30846199,4,Victory
35258,2017-06-27 13:39:35,traffic,,NO,NO,Unknown,Black,Male,45.03235341,-93.30850511,4,Victory
35259,2017-06-27 13:41:11,traffic,,NO,NO,Unknown,Black,Male,44.99914,-93.29105,4,Near - North
35260,2017-06-27 13:44:41,suspicious,,NO,NO,Unknown,Native American,Male,44.95643946,-93.25241411,3,Midtown Phillips
35261,2017-06-27 13:47:58,traffic,,NO,NO,Unknown,Black,Female,45.02499559,-93.30835804,4,Victory
35262,2017-06-27 13:48:09,suspicious,,YES,YES,Unknown,White,Male,44.99689,-93.25243,2,St. Anthony East
35263,2017-06-27 13:48:58,traffic,,NO,NO,Unknown,Black,Male,44.99913768,-93.28875577,4,Hawthorne
35265,2017-06-27 13:55:54,traffic,,NO,NO,Unknown,Black,Female,44.99968546,-93.2879891,4,Hawthorne
35266,2017-06-27 14:00:44,traffic,,NO,NO,Unknown,White,Male,44.99913277,-93.28529706,4,Hawthorne
35267,2017-06-27 14:01:06,suspicious,,NO,NO,Unknown,Black,Male,44.9988,-93.31205,4,Willard - Hay
35268,2017-06-27 14:02:39,traffic,,NO,NO,White,White,Female,45.01579226,-93.28188904,4,McKinley
35269,2017-06-27 14:11:32,traffic,,NO,NO,Unknown,Unknown,Male,44.99914,-93.29105,4,Near - North
35271,2017-06-27 14:16:14,traffic,,NO,NO,White,White,Female,44.9404054,-93.28818308,5,Lyndale
35272,2017-06-27 14:34:02,traffic,,NO,NO,Unknown,Black,Male,45.03041813,-93.30846199,4,Victory
35273,2017-06-27 14:39:23,traffic,,NO,NO,Unknown,Black,Male,45.03235341,-93.30850511,4,Victory
35274,2017-06-27 14:41:40,traffic,,NO,NO,Unknown,Black,Female,44.99894427,-93.29716867,4,Near - North
35275,2017-06-27 14:45:54,traffic,,NO,NO,Unknown,Black,Male,45.03041813,-93.30846199,4,Victory
35276,2017-06-27 14:50:42,traffic,,NO,NO,Unknown,Black,Male,45.03129379,-93.30528752,4,Webber - Camden
35277,2017-06-27 14:56:48,traffic,,NO,NO,Unknown,Black,Female,45.02861109,-93.30842295,4,Victory
35278,2017-06-27 14:57:06,suspicious,,NO,NO,Unknown,Unknown,Female,44.96092952,-93.25418333,3,Ventura Village
35279,2017-06-27 15:13:16,suspicious,,NO,NO,Native American,Native American,Male,44.96662,-93.24725,1,Cedar Riverside
35280,2017-06-27 15:29:39,traffic,,NO,NO,Unknown,Black,Male,45.02042,-93.30318,4,Folwell
35281,2017-06-27 15:32:55,suspicious,,NO,NO,White,White,Male,44.94664,-93.27537,5,Lyndale
35282,2017-06-27 15:33:35,suspicious,,YES,NO,Unknown,White,Female,44.94293,-93.25501,3,Powderhorn Park
35283,2017-06-27 15:49:07,traffic,,NO,NO,Unknown,Black,Female,45.02042,-93.30318,4,Folwell
35285,2017-06-27 16:14:10,suspicious,,YES,NO,Black,Black,Male,44.95914,-93.24858,3,East Phillips
35286,2017-06-27 16:21:28,suspicious,,NO,NO,Native American,Native American,Female,44.96662,-93.24725,1,Cedar Riverside
35287,2017-06-27 16:25:59,suspicious,,YES,YES,Unknown,Black,Female,44.95195,-93.25248,3,Midtown Phillips
35288,2017-06-27 17:04:59,traffic,,NO,NO,Unknown,Black,Female,44.96773,-93.28186,1,Loring Park
35289,2017-06-27 17:26:03,suspicious,,NO,NO,East African,East African,Male,44.94835457,-93.28218485,5,Lyndale
35290,2017-06-27 17:36:18,suspicious,,NO,NO,East African,East African,Male,44.94954814,-93.28300416,5,Whittier
35291,2017-06-27 17:38:13,traffic,,NO,NO,Black,Black,Male,44.99913768,-93.28875577,4,Hawthorne
35292,2017-06-27 17:41:06,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94955167,-93.28134598,5,Whittier
35294,2017-06-27 17:54:58,traffic,,NO,NO,White,White,Male,45.00866827,-93.30063047,4,Jordan
35295,2017-06-27 18:03:10,suspicious,,NO,NO,Unknown,Black,Male,44.99913516,-93.28682309,4,Near - North
35296,2017-06-27 18:07:11,suspicious,,NO,NO,White,White,Male,44.94835,-93.27538,5,Whittier
35297,2017-06-27 18:13:15,suspicious,,NO,NO,Unknown,East African,Male,44.90057721,-93.28319748,5,Windom
35298,2017-06-27 18:18:06,suspicious,,NO,NO,Black,Unknown,Male,45.00597376,-93.23397037,2,Northeast Park
35299,2017-06-27 18:24:04,suspicious,,NO,NO,Black,Black,Male,44.999141,-93.29028401,4,Near - North
35300,2017-06-27 18:24:18,traffic,,YES,YES,Black,Black,Male,45.00086177,-93.28952093,4,Hawthorne
35301,2017-06-27 18:29:09,traffic,,NO,NO,Black,Black,Male,45.01942161,-93.29055501,4,McKinley
35302,2017-06-27 18:45:58,suspicious,,NO,NO,Black,Black,Male,44.94922619,-93.25757834,3,Midtown Phillips
35303,2017-06-27 18:49:14,traffic,,YES,NO,Black,Black,Female,44.9027372,-93.27809735,5,Windom
35304,2017-06-27 18:54:02,suspicious,,NO,NO,White,White,Male,44.96123602,-93.31414626,5,Kenwood
35305,2017-06-27 18:55:29,suspicious,,YES,YES,Black,Black,Male,44.99633,-93.30067,4,Near - North
35306,2017-06-27 19:00:49,suspicious,,NO,NO,White,White,Female,44.94836,-93.25759,3,Powderhorn Park
35308,2017-06-27 19:15:01,traffic,,YES,YES,Black,Black,Male,44.99951,-93.29905,4,Jordan
35309,2017-06-27 19:15:15,traffic,,YES,YES,Unknown,Black,Male,45.00873104,-93.30949683,4,Jordan
35310,2017-06-27 19:19:50,suspicious,,NO,NO,White,White,Male,44.92687776,-93.27727879,5,King Field
35311,2017-06-27 19:21:57,traffic,,YES,YES,Black,Black,Male,44.99415,-93.29718,4,Near - North
35312,2017-06-27 19:39:32,suspicious,,YES,NO,Native American,Native American,Male,44.9572173,-93.24485196,3,East Phillips
35313,2017-06-27 19:56:19,suspicious,,NO,NO,Black,Black,Male,44.96395439,-93.27466472,5,Steven's Square - Loring Heights
35314,2017-06-27 20:06:30,traffic,,NO,NO,Unknown,White,Female,44.92683,-93.27274,3,Regina
35315,2017-06-27 20:16:39,suspicious,,NO,NO,Unknown,Unknown,Male,44.94837171,-93.23514707,3,Longfellow
35317,2017-06-27 21:14:37,suspicious,,NO,NO,Latino,Latino,Female,44.94666,-93.27665,5,Lyndale
35318,2017-06-27 21:36:32,traffic,,NO,NO,Unknown,Asian,Male,44.95554,-93.29679,5,Lowry Hill East
35319,2017-06-27 21:37:09,traffic,,NO,NO,White,White,Male,44.97530189,-93.22612221,2,Prospect Park - East River Road
35320,2017-06-27 21:44:09,suspicious,,NO,NO,Native American,Unknown,Female,44.90719,-93.2114,3,Minnehaha
35321,2017-06-27 21:50:30,traffic,,NO,NO,Unknown,White,Male,45.01588107,-93.25551083,2,Holland
35323,2017-06-27 22:23:53,traffic,,NO,NO,Unknown,Black,Female,45.0369,-93.28782,4,Lind - Bohanon
35324,2017-06-27 22:29:25,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.93503212,-93.27532593,5,King Field
35325,2017-06-27 22:35:39,suspicious,,NO,NO,Unknown,Black,Male,45.03545,-93.30218,4,Webber - Camden
35326,2017-06-27 23:02:53,suspicious,,NO,NO,Native American,Native American,Female,44.95074521,-93.28216407,5,Whittier
35327,2017-06-27 23:08:35,traffic,,NO,NO,Unknown,Other,Female,44.94660031,-93.28053439,5,Lyndale
35328,2017-06-27 23:11:09,traffic,,NO,NO,Black,Black,Male,44.99915,-93.29258,4,Near - North
35329,2017-06-27 23:25:03,suspicious,,YES,YES,Unknown,Black,Female,44.99916,-93.29717,4,Jordan
35330,2017-06-27 23:26:13,suspicious,,NO,NO,Unknown,White,Female,44.89552789,-93.27127229,3,Diamond Lake
35331,2017-06-27 23:44:04,traffic,,NO,NO,Unknown,Black,Female,44.99742,-93.30444,4,Willard - Hay
35332,2017-06-27 23:58:16,traffic,,NO,NO,Black,Black,Male,44.99915,-93.29258,4,Near - North
35333,2017-06-28 00:02:41,traffic,,YES,NO,White,White,Female,45.01317,-93.26313,2,Holland
35334,2017-06-28 00:05:27,suspicious,,NO,NO,Black,Unknown,Unknown,44.94837,-93.2525,3,East Phillips
35335,2017-06-28 00:32:09,traffic,,NO,NO,Unknown,White,Female,45.01316,-93.24734,2,Audubon Park
35337,2017-06-28 00:52:05,traffic,,NO,NO,Unknown,Black,Female,44.96273,-93.25231,3,Ventura Village
35338,2017-06-28 01:05:47,suspicious,,NO,NO,Native American,Native American,Male,44.9784072,-93.27881908,1,Downtown West
35339,2017-06-28 01:12:05,suspicious,,NO,NO,Unknown,Black,Male,44.94922619,-93.25757834,3,Midtown Phillips
35340,2017-06-28 01:17:05,traffic,,NO,NO,Black,Black,Male,45.01316487,-93.25914493,2,Holland
35341,2017-06-28 01:24:58,suspicious,,YES,YES,Black,Black,Male,44.89873808,-93.28828179,5,Windom
35342,2017-06-28 01:27:05,suspicious,,YES,NO,Black,Black,Male,44.97718,-93.2759,1,Downtown West
35343,2017-06-28 01:46:42,suspicious,,NO,NO,Black,Unknown,Male,44.98427168,-93.2961695,4,Near - North
35344,2017-06-28 01:48:35,traffic,,NO,NO,Black,Black,Male,44.99139695,-93.25119596,2,Nicollet Island - East Bank
35345,2017-06-28 01:50:52,suspicious,,NO,NO,Black,Black,Female,44.93953972,-93.27727093,5,Lyndale
35346,2017-06-28 02:03:35,suspicious,,YES,NO,Black,Black,Male,45.01316173,-93.2516688,2,Holland
35347,2017-06-28 02:09:49,suspicious,,YES,NO,White,White,Male,44.97643,-93.27697,1,Downtown West
35348,2017-06-28 02:10:39,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.91339613,-93.26265496,3,Field
35349,2017-06-28 02:21:32,traffic,,NO,NO,Unknown,White,Male,44.96271,-93.25819,3,Ventura Village
35350,2017-06-28 02:54:24,suspicious,,NO,NO,Black,Black,Male,44.97675,-93.27868,1,Downtown West
35352,2017-06-28 03:21:34,suspicious,,NO,NO,Black,Black,Male,44.99789851,-93.31333701,4,Willard - Hay
35353,2017-06-28 03:22:24,traffic,,YES,YES,White,White,Male,44.99871,-93.25123,2,St. Anthony East
35354,2017-06-28 03:24:42,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.989,-93.29288,4,Sumner - Glenwood
35355,2017-06-28 03:26:30,traffic,,NO,NO,Unknown,Black,Male,44.92874,-93.26884,3,Bryant
35356,2017-06-28 04:28:35,suspicious,,NO,NO,Black,Black,Male,45.03045189,-93.29829552,4,Webber - Camden
35357,2017-06-28 04:45:55,suspicious,,NO,NO,Unknown,Black,Male,44.99664296,-93.30821117,4,Willard - Hay
35358,2017-06-28 06:34:36,suspicious,,NO,NO,Black,Unknown,Male,44.97873116,-93.26422107,1,Downtown West
35359,2017-06-28 07:16:02,suspicious,,NO,NO,White,White,Female,44.97798,-93.2748,1,Downtown West
35360,2017-06-28 08:04:31,traffic,,NO,NO,Unknown,Asian,Female,44.94920528,-93.2880931,5,Lowry Hill East
35363,2017-06-28 08:12:16,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00950395,-93.28567552,4,Hawthorne
35364,2017-06-28 08:15:19,traffic,,NO,NO,Unknown,White,Male,44.95004824,-93.28808845,5,Whittier
35366,2017-06-28 08:44:47,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.9964,-93.27683,4,Near - North
35367,2017-06-28 08:59:08,traffic,,NO,NO,Unknown,White,Male,45.01053942,-93.2567199,2,Holland
35370,2017-06-28 09:32:45,traffic,,NO,NO,Unknown,Black,Male,45.03253248,-93.24723071,2,Waite Park
35371,2017-06-28 09:46:16,traffic,,NO,NO,Unknown,Black,Female,44.9609,-93.2796,5,Whittier
35372,2017-06-28 09:48:21,suspicious,,NO,NO,Black,Black,Male,44.96331735,-93.26765722,3,Ventura Village
35373,2017-06-28 10:31:33,suspicious,,NO,NO,Black,Unknown,Male,44.99913768,-93.28875577,4,Hawthorne
35374,2017-06-28 11:06:11,traffic,,NO,NO,Black,Black,Female,44.9873404,-93.25826254,2,Nicollet Island - East Bank
35376,2017-06-28 11:56:58,traffic,,NO,NO,Unknown,Black,Male,44.99523,-93.29411,4,Near - North
35378,2017-06-28 12:13:15,traffic,,NO,NO,Unknown,Black,Female,45.01043281,-93.29432526,4,Hawthorne
35381,2017-06-28 12:32:19,traffic,,NO,NO,Unknown,White,Male,45.03338189,-93.30788792,4,Victory
35382,2017-06-28 12:38:31,traffic,,NO,NO,Unknown,Black,Female,45.03132,-93.30848,4,Victory
35383,2017-06-28 12:46:38,traffic,,NO,NO,Black,Black,Female,44.98789491,-93.30637169,4,Near - North
35384,2017-06-28 12:47:16,suspicious,,YES,NO,Black,Black,Male,44.97718,-93.2759,1,Downtown West
35385,2017-06-28 12:51:11,traffic,,NO,NO,White,White,Male,44.91165036,-93.27802631,5,Tangletown
35386,2017-06-28 13:00:24,suspicious,,YES,NO,Native American,Native American,Male,44.94661,-93.28812,5,Lyndale
35389,2017-06-28 13:37:30,traffic,,NO,NO,Unknown,Black,Male,45.00149,-93.28952,4,Hawthorne
35390,2017-06-28 13:42:33,traffic,,NO,NO,Unknown,Black,Female,45.00261,-93.29564,4,Jordan
35391,2017-06-28 13:46:25,traffic,,NO,NO,Unknown,Black,Male,44.99914,-93.29105,4,Near - North
35392,2017-06-28 13:55:51,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.95007,-93.25376,3,Midtown Phillips
35394,2017-06-28 14:13:37,traffic,,NO,NO,Unknown,Black,Female,45.00058,-93.30821,4,Willard - Hay
35395,2017-06-28 14:22:46,suspicious,,NO,NO,Black,Black,Male,44.97792701,-93.2795086,1,Downtown West
35396,2017-06-28 14:42:47,suspicious,,NO,NO,Black,Black,Male,44.9768075,-93.27643103,1,Downtown West
35397,2017-06-28 14:46:05,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.94654969,-93.25440597,3,Powderhorn Park
35398,2017-06-28 14:53:37,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.95031899,-93.25420852,3,Midtown Phillips
35399,2017-06-28 14:58:25,traffic,,NO,NO,Unknown,Black,Male,45.01861,-93.30191,4,Folwell
35400,2017-06-28 15:27:17,traffic,,NO,NO,Black,Black,Male,44.99808456,-93.28567197,4,Near - North
35401,2017-06-28 15:29:54,traffic,,NO,NO,Unknown,Black,Male,44.99874,-93.30066,4,Willard - Hay
35402,2017-06-28 15:32:24,traffic,,NO,NO,White,White,Male,44.97786,-93.27141,1,Downtown West
35403,2017-06-28 15:47:54,traffic,,NO,NO,Black,Black,Female,44.99808456,-93.28567197,4,Near - North
35404,2017-06-28 15:49:28,traffic,,NO,NO,Unknown,Black,Male,44.96179589,-93.27274189,5,Whittier
35405,2017-06-28 15:58:30,traffic,,YES,YES,Unknown,Black,Male,44.96398,-93.23617,3,Seward
35406,2017-06-28 16:07:21,traffic,,NO,NO,Unknown,Black,Male,44.99415,-93.29943,4,Near - North
35407,2017-06-28 16:10:15,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.98901,-93.25709,2,Nicollet Island - East Bank
35408,2017-06-28 16:18:21,traffic,,NO,NO,Unknown,Black,Male,44.99306,-93.29718,4,Near - North
35410,2017-06-28 16:35:16,suspicious,,YES,YES,Unknown,Black,Male,44.94383061,-93.27970619,5,Lyndale
35411,2017-06-28 16:36:28,traffic,,NO,NO,Black,Black,Male,44.99808456,-93.28567197,4,Near - North
35412,2017-06-28 16:49:22,suspicious,,NO,NO,Unknown,Unknown,Unknown,44.98427168,-93.2961695,4,Near - North
35413,2017-06-28 16:51:11,traffic,,NO,NO,White,White,Male,44.99860841,-93.28565524,4,Near - North
35416,2017-06-28 17:00:15,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.02319461,-93.31722488,4,Cleveland
35417,2017-06-28 17:00:21,suspicious,,NO,NO,Black,Black,Male,44.99914,-93.28799,4,Hawthorne
35418,2017-06-28 17:01:30,suspicious,,NO,NO,Black,Unknown,Male,44.94746519,-93.24868364,3,Powderhorn Park
35419,2017-06-28 17:07:22,suspicious,,YES,NO,White,White,Female,44.97798,-93.2748,1,Downtown West
35420,2017-06-28 17:07:56,traffic,,NO,NO,White,White,Female,44.95554,-93.24313,3,Longfellow
35421,2017-06-28 17:08:06,suspicious,,NO,NO,White,White,Male,44.99027302,-93.3120848,4,Willard - Hay
35422,2017-06-28 17:08:52,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00872087,-93.30695554,4,Jordan
35423,2017-06-28 17:10:40,suspicious,,NO,NO,Black,Unknown,Male,44.9546318,-93.25753378,3,Midtown Phillips
35425,2017-06-28 17:13:29,traffic,,NO,NO,Unknown,Black,Female,45.03628,-93.3104,4,Victory
35426,2017-06-28 17:22:48,traffic,,NO,NO,Unknown,White,Male,44.94836098,-93.2912807,5,CARAG
35427,2017-06-28 17:25:54,traffic,,YES,YES,Black,Black,Female,45.00865586,-93.2955763,4,Jordan
35429,2017-06-28 17:38:32,traffic,,NO,NO,Unknown,Black,Male,45.03544,-93.30345,4,Webber - Camden
35430,2017-06-28 17:50:00,suspicious,,NO,NO,Black,Black,Male,44.99914804,-93.29181556,4,Near - North
35431,2017-06-28 17:54:49,traffic,,YES,YES,Unknown,Black,Male,44.99952,-93.30066,4,Willard - Hay
35432,2017-06-28 17:59:34,traffic,,YES,YES,Black,Black,Male,45.00024,-93.28952,4,Hawthorne
35433,2017-06-28 18:03:07,traffic,,NO,NO,Unknown,East African,Female,44.94663,-93.27793,5,Lyndale
35434,2017-06-28 18:03:27,traffic,,NO,NO,Black,Black,Male,45.02046261,-93.30890172,4,Cleveland
35435,2017-06-28 18:07:07,traffic,,NO,NO,Unknown,Black,Female,44.94836,-93.27792,5,Lyndale
35438,2017-06-28 18:19:43,traffic,,NO,NO,Black,Black,Male,45.00598,-93.29936,4,Jordan
35440,2017-06-28 18:30:19,suspicious,,NO,NO,Black,Black,Female,45.00365955,-93.30074662,4,Jordan
35441,2017-06-28 18:47:20,traffic,,NO,NO,Black,Black,Male,45.01492614,-93.29117288,4,McKinley
35443,2017-06-28 18:50:27,traffic,,NO,NO,White,White,Female,44.98706005,-93.23600203,2,Marcy Holmes
35444,2017-06-28 18:56:35,suspicious,,NO,NO,Unknown,East African,Male,44.94759939,-93.22432396,3,Longfellow
35445,2017-06-28 19:21:04,traffic,,YES,YES,Black,Black,Male,45.01685,-93.3108,4,Cleveland
35447,2017-06-28 19:34:52,traffic,,NO,YES,Unknown,Other,Male,45.00371184,-93.29606398,4,Jordan
35449,2017-06-28 19:42:44,suspicious,,NO,NO,Black,Black,Male,44.97758226,-93.2753473,1,Downtown West
35451,2017-06-28 19:55:29,traffic,,NO,NO,Unknown,Black,Male,44.99916,-93.29564,4,Near - North
35452,2017-06-28 20:03:21,traffic,,NO,NO,Latino,Latino,Male,44.99196942,-93.29641024,4,Near - North
35453,2017-06-28 20:07:43,suspicious,,NO,NO,Black,Unknown,Unknown,45.02951,-93.30972,4,Victory
35454,2017-06-28 20:09:14,traffic,,NO,NO,White,White,Female,45.0009,-93.26308,2,Sheridan
35455,2017-06-28 20:09:15,traffic,,NO,NO,Unknown,Other,Male,45.00125875,-93.30562646,4,Willard - Hay
35456,2017-06-28 20:29:02,suspicious,,YES,YES,Unknown,Black,Male,44.95375,-93.24992,3,East Phillips
35457,2017-06-28 20:39:01,traffic,,NO,NO,Unknown,Black,Male,44.98897,-93.29818,4,Near - North
35459,2017-06-28 20:53:40,suspicious,,NO,NO,Other,Other,Female,44.96967518,-93.26753773,1,Elliot Park
35460,2017-06-28 21:24:54,traffic,,NO,NO,Unknown,White,Female,44.98102782,-93.2695816,1,Downtown West
35461,2017-06-28 21:37:39,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00528,-93.26463,2,Sheridan
35462,2017-06-28 21:49:15,suspicious,,NO,NO,Other,Other,Male,44.97439,-93.27251,1,Downtown West
35464,2017-06-28 22:15:49,suspicious,,NO,NO,Unknown,Black,Male,44.94836879,-93.23947859,3,East Phillips
35465,2017-06-28 22:25:00,traffic,,YES,NO,Unknown,Black,Male,44.96091,-93.28675,5,Whittier
35466,2017-06-28 22:28:46,suspicious,,NO,NO,White,Unknown,Male,44.96051827,-93.29302864,5,East Isles
35467,2017-06-28 22:32:21,suspicious,,NO,NO,Unknown,White,Male,44.97716,-93.3109,4,Bryn - Mawr
35468,2017-06-28 22:32:39,suspicious,,NO,NO,Unknown,White,Male,44.92919475,-93.20598979,3,Hiawatha
35470,2017-06-28 22:52:35,suspicious,,NO,NO,Black,Black,Male,45.01144,-93.30823,4,Jordan
35471,2017-06-28 22:53:40,suspicious,,YES,NO,Black,Black,Male,44.96521,-93.27403,5,Steven's Square - Loring Heights
35472,2017-06-28 22:57:27,traffic,,NO,NO,Unknown,White,Male,44.89307444,-93.2781088,5,Windom
35473,2017-06-28 22:59:31,traffic,,NO,NO,Unknown,White,Male,45.01497,-93.29685,4,Folwell
35474,2017-06-28 23:02:01,traffic,,NO,NO,Unknown,Black,Male,45.01404853,-93.26155874,2,Holland
35475,2017-06-28 23:14:11,suspicious,,NO,NO,White,White,Male,44.96332683,-93.27781326,5,Steven's Square - Loring Heights
35476,2017-06-28 23:22:20,traffic,,NO,NO,Unknown,Other,Male,44.91873473,-93.27795772,5,Tangletown
35477,2017-06-28 23:26:29,traffic,,YES,YES,Black,Black,Male,44.99951,-93.29905,4,Jordan
35478,2017-06-28 23:28:47,traffic,,NO,NO,Unknown,White,Male,44.89236543,-93.28387687,5,Windom
35480,2017-06-28 23:36:49,traffic,,YES,NO,Unknown,Black,Male,44.94579493,-93.27793241,5,Lyndale
35481,2017-06-28 23:39:26,suspicious,,YES,NO,White,White,Male,44.94835,-93.27538,5,Whittier
35483,2017-06-28 23:44:52,traffic,,NO,NO,Unknown,Black,Male,45.01221,-93.28801,4,Hawthorne
35485,2017-06-28 23:59:59,traffic,,NO,NO,Unknown,Black,Male,45.01866,-93.30826,4,Folwell
35486,2017-06-29 00:02:34,traffic,,NO,NO,Unknown,Black,Male,44.98319846,-93.24093573,2,Marcy Holmes
35487,2017-06-29 00:08:33,suspicious,,NO,NO,Black,Black,Male,45.01325044,-93.30760706,4,Folwell
35488,2017-06-29 00:25:18,traffic,,YES,NO,White,White,Male,44.94836706,-93.25186442,3,East Phillips
35490,2017-06-29 00:29:27,traffic,,NO,NO,Unknown,White,Female,45.00024611,-93.30465558,4,Jordan
35491,2017-06-29 00:51:30,suspicious,,NO,NO,White,White,Male,44.97194501,-93.28801873,1,Loring Park
35492,2017-06-29 00:59:19,traffic,,NO,NO,Unknown,Black,Female,45.01266624,-93.24912093,2,Holland
35493,2017-06-29 01:01:23,suspicious,,YES,NO,White,White,Male,44.97194501,-93.28801873,1,Loring Park
35494,2017-06-29 01:27:06,traffic,,NO,NO,Unknown,White,Male,44.9788,-93.27365,1,Downtown West
35495,2017-06-29 01:31:43,suspicious,,NO,NO,Unknown,Unknown,Unknown,45.00687443,-93.23332454,2,Windom Park
35496,2017-06-29 01:31:55,traffic,,NO,NO,Unknown,White,Male,44.94661,-93.28137,5,Lyndale
35497,2017-06-29 01:44:59,traffic,,NO,NO,Black,Black,Male,44.98296478,-93.24360896,2,Marcy Holmes
35500,2017-06-29 02:10:56,traffic,,NO,YES,Unknown,Black,Male,44.9627,-93.28321,5,Steven's Square - Loring Heights
35501,2017-06-29 02:27:36,traffic,,NO,NO,Unknown,Black,Female,44.97555,-93.26598,1,Downtown West
35502,2017-06-29 02:38:06,traffic,,NO,NO,Unknown,White,Female,44.9483642,-93.29001302,5,CARAG
