pokedex_number,base_total,hp,attack,sp_attack,defense,sp_defense,speed,type1,type2,percentage_male,ability1,ability2,ability3,weight_kg,is_legendary,generation
521,488,80,115,65,80,55,93,normal,flying,50,Big Pecks,Super Luck,Rivalry,29,Non-legendary,5
522,295,45,60,50,32,32,76,electric,NA,50,Lightningrod,Motor Drive,Sap Sipper,29.8,Non-legendary,5
523,497,75,100,80,63,63,116,electric,NA,50,Lightningrod,Motor Drive,Sap Sipper,79.5,Non-legendary,5
524,280,55,75,25,85,25,15,rock,NA,50,Sturdy,Weak Armor,Sand Force,18,Non-legendary,5
525,390,70,105,50,105,40,20,rock,NA,50,Sturdy,Weak Armor,Sand Force,102,Non-legendary,5
526,515,85,135,60,130,80,25,rock,NA,50,Sturdy,Sand Stream,Sand Force,260,Non-legendary,5
527,323,65,45,55,43,43,72,psychic,flying,50,Unaware,Klutz,Simple,2.1,Non-legendary,5
528,425,67,57,77,55,55,114,psychic,flying,50,Unaware,Klutz,Simple,10.5,Non-legendary,5
529,328,60,85,30,40,45,68,ground,NA,50,Sand Rush,Sand Force,Mold Breaker,8.5,Non-legendary,5
530,508,110,135,50,60,65,88,ground,steel,50,Sand Rush,Sand Force,Mold Breaker,40.4,Non-legendary,5
531,545,103,60,80,126,126,50,normal,NA,50,Healer,Regenerator,Klutz,31,Non-legendary,5
532,305,75,80,25,55,35,35,fighting,NA,75.4,Guts,Sheer Force,Iron Fist,12.5,Non-legendary,5
533,405,85,105,40,85,50,40,fighting,NA,75.4,Guts,Sheer Force,Iron Fist,40,Non-legendary,5
534,505,105,140,55,95,65,45,fighting,NA,75.4,Guts,Sheer Force,Iron Fist,87,Non-legendary,5
535,294,50,50,50,40,40,64,water,NA,50,Swift Swim,Hydration,Water Absorb,4.5,Non-legendary,5
536,384,75,65,65,55,55,69,water,ground,50,Swift Swim,Hydration,Water Absorb,17,Non-legendary,5
537,509,105,95,85,75,75,74,water,ground,50,Swift Swim,Poison Touch,Water Absorb,62,Non-legendary,5
538,465,120,100,30,85,85,45,fighting,NA,100,Guts,Inner Focus,Mold Breaker,55.5,Non-legendary,5
539,465,75,125,30,75,75,85,fighting,NA,100,Sturdy,Inner Focus,Mold Breaker,51,Non-legendary,5
540,310,45,53,40,70,60,42,bug,grass,50,Swarm,Chlorophyll,Overcoat,2.5,Non-legendary,5
541,380,55,63,50,90,80,42,bug,grass,50,Leaf Guard,Chlorophyll,Overcoat,7.3,Non-legendary,5
542,500,75,103,70,80,80,92,bug,grass,50,Swarm,Chlorophyll,Overcoat,20.5,Non-legendary,5
543,260,30,45,30,59,39,57,bug,poison,50,Poison Point,Swarm,Speed Boost,5.3,Non-legendary,5
544,360,40,55,40,99,79,47,bug,poison,50,Poison Point,Swarm,Speed Boost,58.5,Non-legendary,5
545,485,60,100,55,89,69,112,bug,poison,50,Poison Point,Swarm,Speed Boost,200.5,Non-legendary,5
546,280,40,27,37,60,50,66,grass,fairy,50,Prankster,Infiltrator,Chlorophyll,0.6,Non-legendary,5
547,480,60,67,77,85,75,116,grass,fairy,50,Prankster,Infiltrator,Chlorophyll,6.6,Non-legendary,5
548,280,45,35,70,50,50,30,grass,NA,0,Chlorophyll,Own Tempo,Leaf Guard,6.6,Non-legendary,5
549,480,70,60,110,75,75,90,grass,NA,0,Chlorophyll,Own Tempo,Leaf Guard,16.3,Non-legendary,5
550,460,70,92,80,65,55,98,water,NA,50,Reckless,Adaptability,Mold Breaker,18,Non-legendary,5
551,292,50,72,35,35,35,65,ground,dark,50,Intimidate,Moxie,Anger Point,15.2,Non-legendary,5
552,351,60,82,45,45,45,74,ground,dark,50,Intimidate,Moxie,Anger Point,33.4,Non-legendary,5
553,519,95,117,65,80,70,92,ground,dark,50,Intimidate,Moxie,Anger Point,96.3,Non-legendary,5
554,315,70,90,15,45,45,50,fire,NA,50,Hustle,NA,Inner Focus,37.5,Non-legendary,5
555,540,105,30,140,105,105,55,fire,NA,50,Sheer Force,NA,Zen Mode,92.9,Non-legendary,5
556,461,75,86,106,67,67,60,grass,NA,50,Water Absorb,Chlorophyll,Storm Drain,28,Non-legendary,5
557,325,50,65,35,85,35,55,bug,rock,50,Sturdy,Shell Armor,Weak Armor,14.5,Non-legendary,5
558,485,70,105,65,125,75,45,bug,rock,50,Sturdy,Shell Armor,Weak Armor,200,Non-legendary,5
559,348,50,75,35,70,70,48,dark,fighting,50,Shed Skin,Moxie,Intimidate,11.8,Non-legendary,5
560,488,65,90,45,115,115,58,dark,fighting,50,Shed Skin,Moxie,Intimidate,30,Non-legendary,5
561,490,72,58,103,80,80,97,psychic,flying,50,Wonder Skin,Magic Guard,Tinted Lens,14,Non-legendary,5
562,303,38,30,55,85,65,30,ghost,NA,50,Mummy,NA,NA,1.5,Non-legendary,5
563,483,58,50,95,145,105,30,ghost,NA,50,Mummy,NA,NA,76.5,Non-legendary,5
564,355,54,78,53,103,45,22,water,rock,88.1,Solid Rock,Sturdy,Swift Swim,16.5,Non-legendary,5
565,495,74,108,83,133,65,32,water,rock,88.1,Solid Rock,Sturdy,Swift Swim,81,Non-legendary,5
566,401,55,112,74,45,45,70,rock,flying,88.1,Defeatist,NA,NA,9.5,Non-legendary,5
567,567,75,140,112,65,65,110,rock,flying,88.1,Defeatist,NA,NA,32,Non-legendary,5
568,329,50,50,40,62,62,65,poison,NA,50,Stench,Sticky Hold,Aftermath,31,Non-legendary,5
569,474,80,95,60,82,82,75,poison,NA,50,Stench,Weak Armor,Aftermath,107.3,Non-legendary,5
570,330,40,65,80,40,40,65,dark,NA,88.1,Illusion,NA,NA,12.5,Non-legendary,5
571,510,60,105,120,60,60,105,dark,NA,88.1,Illusion,NA,NA,81.1,Non-legendary,5
572,300,55,50,40,40,40,75,normal,NA,24.6,Cute Charm,Technician,Skill Link,5.8,Non-legendary,5
573,470,75,95,65,60,60,115,normal,NA,24.6,Cute Charm,Technician,Skill Link,7.5,Non-legendary,5
574,290,45,30,55,50,65,45,psychic,NA,24.6,Frisk,Competitive,Shadow Tag,5.8,Non-legendary,5
575,390,60,45,75,70,85,55,psychic,NA,24.6,Frisk,Competitive,Shadow Tag,18,Non-legendary,5
576,490,70,55,95,95,110,65,psychic,NA,24.6,Frisk,Competitive,Shadow Tag,44,Non-legendary,5
577,290,45,30,105,40,50,20,psychic,NA,50,Overcoat,Magic Guard,Regenerator,1,Non-legendary,5
578,370,65,40,125,50,60,30,psychic,NA,50,Overcoat,Magic Guard,Regenerator,8,Non-legendary,5
579,490,110,65,125,75,85,30,psychic,NA,50,Overcoat,Magic Guard,Regenerator,20.1,Non-legendary,5
580,305,62,44,44,50,50,55,water,flying,50,Keen Eye,Big Pecks,Hydration,5.5,Non-legendary,5
581,473,75,87,87,63,63,98,water,flying,50,Keen Eye,Big Pecks,Hydration,24.2,Non-legendary,5
582,305,36,50,65,50,60,44,ice,NA,50,Ice Body,Snow Cloak,Weak Armor,5.7,Non-legendary,5
583,395,51,65,80,65,75,59,ice,NA,50,Ice Body,Snow Cloak,Weak Armor,41,Non-legendary,5
584,535,71,95,110,85,95,79,ice,NA,50,Ice Body,Snow Warning,Weak Armor,57.5,Non-legendary,5
585,335,60,60,40,50,50,75,normal,grass,50,Chlorophyll,Sap Sipper,Serene Grace,19.5,Non-legendary,5
586,475,80,100,60,70,70,95,normal,grass,50,Chlorophyll,Sap Sipper,Serene Grace,92.5,Non-legendary,5
587,428,55,75,75,60,60,103,electric,flying,50,Static,NA,Motor Drive,5,Non-legendary,5
588,315,50,75,40,45,45,60,bug,NA,50,Swarm,Shed Skin,No Guard,5.9,Non-legendary,5
589,495,70,135,60,105,105,20,bug,steel,50,Swarm,Shell Armor,Overcoat,33,Non-legendary,5
590,294,69,55,55,45,55,15,grass,poison,50,Effect Spore,NA,Regenerator,1,Non-legendary,5
591,464,114,85,85,70,80,30,grass,poison,50,Effect Spore,NA,Regenerator,10.5,Non-legendary,5
592,335,55,40,65,50,85,40,water,ghost,50,Water Absorb,Cursed Body,Damp,33,Non-legendary,5
593,480,100,60,85,70,105,60,water,ghost,50,Water Absorb,Cursed Body,Damp,135,Non-legendary,5
594,470,165,75,40,80,45,65,water,NA,50,Healer,Hydration,Regenerator,31.6,Non-legendary,5
595,319,50,47,57,50,50,65,bug,electric,50,Compoundeyes,Unnerve,Swarm,0.6,Non-legendary,5
596,472,70,77,97,60,60,108,bug,electric,50,Compoundeyes,Unnerve,Swarm,14.3,Non-legendary,5
597,305,44,50,24,91,86,10,grass,steel,50,Iron Barbs,NA,NA,18.8,Non-legendary,5
598,489,74,94,54,131,116,20,grass,steel,50,Iron Barbs,NA,Anticipation,110,Non-legendary,5
599,300,40,55,45,70,60,30,steel,NA,NA,Plus,Minus,Clear Body,21,Non-legendary,5
600,440,60,80,70,95,85,50,steel,NA,NA,Plus,Minus,Clear Body,51,Non-legendary,5
601,520,60,100,70,115,85,90,steel,NA,NA,Plus,Minus,Clear Body,81,Non-legendary,5
602,275,35,55,45,40,40,60,electric,NA,50,Levitate,NA,NA,0.3,Non-legendary,5
603,405,65,85,75,70,70,40,electric,NA,50,Levitate,NA,NA,22,Non-legendary,5
604,515,85,115,105,80,80,50,electric,NA,50,Levitate,NA,NA,80.5,Non-legendary,5
605,335,55,55,85,55,55,30,psychic,NA,50,Telepathy,Synchronize,Analytic,9,Non-legendary,5
606,485,75,75,125,75,95,40,psychic,NA,50,Telepathy,Synchronize,Analytic,34.5,Non-legendary,5
607,275,50,30,65,55,55,20,ghost,fire,50,Flash Fire,Flame Body,Infiltrator,3.1,Non-legendary,5
608,370,60,40,95,60,60,55,ghost,fire,50,Flash Fire,Flame Body,Infiltrator,13,Non-legendary,5
609,520,60,55,145,90,90,80,ghost,fire,50,Flash Fire,Flame Body,Infiltrator,34.3,Non-legendary,5
610,320,46,87,30,60,40,57,dragon,NA,50,Rivalry,Mold Breaker,Unnerve,18,Non-legendary,5
611,410,66,117,40,70,50,67,dragon,NA,50,Rivalry,Mold Breaker,Unnerve,36,Non-legendary,5
612,540,76,147,60,90,70,97,dragon,NA,50,Rivalry,Mold Breaker,Unnerve,105.5,Non-legendary,5
613,305,55,70,60,40,40,40,ice,NA,50,Snow Cloak,Slush Rush,Rattled,8.5,Non-legendary,5
614,505,95,130,70,80,80,50,ice,NA,50,Snow Cloak,Slush Rush,Swift Swim,260,Non-legendary,5
615,515,80,50,95,50,135,105,ice,NA,NA,Levitate,NA,NA,148,Non-legendary,5
616,305,50,40,40,85,65,25,bug,NA,50,Hydration,Shell Armor,Overcoat,7.7,Non-legendary,5
617,495,80,70,100,40,60,145,bug,NA,50,Hydration,Sticky Hold,Unburden,25.3,Non-legendary,5
618,471,109,66,81,84,99,32,ground,electric,50,Static,Limber,Sand Veil,11,Non-legendary,5
619,350,45,85,55,50,50,65,fighting,NA,50,Inner Focus,Regenerator,Reckless,20,Non-legendary,5
620,510,65,125,95,60,60,105,fighting,NA,50,Inner Focus,Regenerator,Reckless,35.5,Non-legendary,5
621,485,77,120,60,90,90,48,dragon,NA,50,Rough Skin,Sheer Force,Mold Breaker,139,Non-legendary,5
622,303,59,74,35,50,50,35,ground,ghost,NA,Iron Fist,Klutz,No Guard,92,Non-legendary,5
623,483,89,124,55,80,80,55,ground,ghost,NA,Iron Fist,Klutz,No Guard,330,Non-legendary,5
624,340,45,85,40,70,40,60,dark,steel,50,Defiant,Inner Focus,Pressure,10.2,Non-legendary,5
625,490,65,125,60,100,70,70,dark,steel,50,Defiant,Inner Focus,Pressure,70,Non-legendary,5
626,490,95,110,40,95,95,55,normal,NA,50,Reckless,Sap Sipper,Soundproof,94.6,Non-legendary,5
627,350,70,83,37,50,50,60,normal,flying,100,Keen Eye,Sheer Force,Hustle,10.5,Non-legendary,5
628,510,100,123,57,75,75,80,normal,flying,100,Keen Eye,Sheer Force,Defiant,41,Non-legendary,5
629,370,70,55,45,75,65,60,dark,flying,0,Big Pecks,Overcoat,Weak Armor,9,Non-legendary,5
630,510,110,65,55,105,95,80,dark,flying,0,Big Pecks,Overcoat,Weak Armor,39.5,Non-legendary,5
631,484,85,97,105,66,66,65,fire,NA,50,Gluttony,Flash Fire,White Smoke,58,Non-legendary,5
632,484,58,109,48,112,48,109,bug,steel,50,Swarm,Hustle,Truant,33,Non-legendary,5
633,300,52,65,45,50,50,38,dark,dragon,50,Hustle,NA,NA,17.3,Non-legendary,5
634,420,72,85,65,70,70,58,dark,dragon,50,Hustle,NA,NA,50,Non-legendary,5
635,600,92,105,125,90,90,98,dark,dragon,50,Levitate,NA,NA,160,Non-legendary,5
636,360,55,85,50,55,55,60,bug,fire,50,Flame Body,NA,Swarm,28.8,Non-legendary,5
637,550,85,60,135,65,105,100,bug,fire,50,Flame Body,NA,Swarm,46,Non-legendary,5
638,580,91,90,90,129,72,108,steel,fighting,NA,Justified,NA,NA,250,Legendary,5
639,580,91,129,72,90,90,108,rock,fighting,NA,Justified,NA,NA,260,Legendary,5
640,580,91,90,90,72,129,108,grass,fighting,NA,Justified,NA,NA,200,Legendary,5
641,580,79,100,110,80,90,121,flying,NA,100,Prankster,Defiant,Regenerator,63,Legendary,5
642,580,79,105,145,70,80,101,electric,flying,100,Prankster,Defiant,Volt Absorb,61,Legendary,5
643,680,100,120,150,100,120,90,dragon,fire,NA,Turboblaze,NA,NA,330,Legendary,5
644,680,100,150,120,120,100,90,dragon,electric,NA,Teravolt,NA,NA,345,Legendary,5
645,600,89,145,105,90,80,91,ground,flying,100,Sand Force,Sheer Force,Intimidate,68,Legendary,5
646,700,125,120,170,90,100,95,dragon,ice,NA,Pressure,Teravolt,Turboblaze,325,Legendary,5
647,580,91,72,129,90,90,108,water,fighting,NA,Justified,NA,NA,48.5,Legendary,5
648,600,100,128,77,90,77,128,normal,psychic,NA,Serene Grace,NA,NA,6.5,Legendary,5
649,600,71,120,120,95,95,99,bug,steel,NA,Download,NA,NA,82.5,Legendary,5
650,313,56,61,48,65,45,38,grass,NA,88.1,Overgrow,NA,Bulletproof,9,Non-legendary,6
651,405,61,78,56,95,58,57,grass,NA,88.1,Overgrow,NA,Bulletproof,29,Non-legendary,6
652,530,88,107,74,122,75,64,grass,fighting,88.1,Overgrow,NA,Bulletproof,90,Non-legendary,6
653,307,40,45,62,40,60,60,fire,NA,88.1,Blaze,NA,Magician,9.4,Non-legendary,6
654,409,59,59,90,58,70,73,fire,NA,88.1,Blaze,NA,Magician,14.5,Non-legendary,6
655,534,75,69,114,72,100,104,fire,psychic,88.1,Blaze,NA,Magician,39,Non-legendary,6
656,314,41,56,62,40,44,71,water,NA,88.1,Torrent,NA,Protean,7,Non-legendary,6
657,405,54,63,83,52,56,97,water,NA,88.1,Torrent,NA,Protean,10.9,Non-legendary,6
658,640,72,145,153,67,71,132,water,dark,88.1,Torrent,Protean,Battle Bond,40,Non-legendary,6
659,237,38,36,32,38,36,57,normal,NA,50,Pickup,Cheek Pouch,Huge Power,5,Non-legendary,6
660,423,85,56,50,77,77,78,normal,ground,50,Pickup,Cheek Pouch,Huge Power,42.4,Non-legendary,6
661,278,45,50,40,43,38,62,normal,flying,50,Big Pecks,NA,Gale Wings,1.7,Non-legendary,6
662,382,62,73,56,55,52,84,fire,flying,50,Flame Body,NA,Gale Wings,16,Non-legendary,6
663,499,78,81,74,71,69,126,fire,flying,50,Flame Body,NA,Gale Wings,24.5,Non-legendary,6
664,200,38,35,27,40,25,35,bug,NA,50,Shield Dust,Compoundeyes,Friend Guard,2.5,Non-legendary,6
665,213,45,22,27,60,30,29,bug,NA,50,Shed Skin,NA,Friend Guard,8.4,Non-legendary,6
666,411,80,52,90,50,50,89,bug,flying,50,Shield Dust,Compoundeyes,Friend Guard,17,Non-legendary,6
667,369,62,50,73,58,54,72,fire,normal,11.2,Rivalry,Unnerve,Moxie,13.5,Non-legendary,6
668,507,86,68,109,72,66,106,fire,normal,11.2,Rivalry,Unnerve,Moxie,81.5,Non-legendary,6
669,303,44,38,61,39,79,42,fairy,NA,0,Flower Veil,NA,Symbiosis,0.1,Non-legendary,6
670,551,74,65,125,67,128,92,fairy,NA,0,Flower Veil,NA,Symbiosis,0.9,Non-legendary,6
671,552,78,65,112,68,154,75,fairy,NA,0,Flower Veil,NA,Symbiosis,10,Non-legendary,6
672,350,66,65,62,48,57,52,grass,NA,50,Sap Sipper,NA,Grass Pelt,31,Non-legendary,6
673,531,123,100,97,62,81,68,grass,NA,50,Sap Sipper,NA,Grass Pelt,91,Non-legendary,6
674,348,67,82,46,62,48,43,fighting,NA,50,Iron Fist,Mold Breaker,Scrappy,8,Non-legendary,6
675,495,95,124,69,78,71,58,fighting,dark,50,Iron Fist,Mold Breaker,Scrappy,136,Non-legendary,6
676,472,75,80,65,60,90,102,normal,NA,50,Fur Coat,NA,NA,28,Non-legendary,6
677,355,62,48,63,54,60,68,psychic,NA,50,Keen Eye,Infiltrator,Own Tempo,3.5,Non-legendary,6
678,466,74,48,83,76,81,104,psychic,NA,50,Keen Eye,Infiltrator,Prankster,8.5,Non-legendary,6
679,325,45,80,35,100,37,28,steel,ghost,50,No Guard,NA,NA,2,Non-legendary,6
680,448,59,110,45,150,49,35,steel,ghost,50,No Guard,NA,NA,4.5,Non-legendary,6
681,520,60,150,150,50,50,60,steel,ghost,50,Stance Change,NA,NA,53,Non-legendary,6
682,341,78,52,63,60,65,23,fairy,NA,50,Healer,NA,Aroma Veil,0.5,Non-legendary,6
683,462,101,72,99,72,89,29,fairy,NA,50,Healer,NA,Aroma Veil,15.5,Non-legendary,6
684,341,62,48,59,66,57,49,fairy,NA,50,Sweet Veil,NA,Unburden,3.5,Non-legendary,6
685,480,82,80,85,86,75,72,fairy,NA,50,Sweet Veil,NA,Unburden,5,Non-legendary,6
686,288,53,54,37,53,46,45,dark,psychic,50,Contrary,Suction Cups,Infiltrator,3.5,Non-legendary,6
687,482,86,92,68,88,75,73,dark,psychic,50,Contrary,Suction Cups,Infiltrator,47,Non-legendary,6
688,306,42,52,39,67,56,50,rock,water,50,Tough Claws,Sniper,Pickpocket,31,Non-legendary,6
689,500,72,105,54,115,86,68,rock,water,50,Tough Claws,Sniper,Pickpocket,96,Non-legendary,6
690,320,50,60,60,60,60,30,poison,water,50,Poison Point,Poison Touch,Adaptability,7.3,Non-legendary,6
691,494,65,75,97,90,123,44,poison,dragon,50,Poison Point,Poison Touch,Adaptability,81.5,Non-legendary,6
692,330,50,53,58,62,63,44,water,NA,50,Mega Launcher,NA,NA,8.3,Non-legendary,6
693,500,71,73,120,88,89,59,water,NA,50,Mega Launcher,NA,NA,35.3,Non-legendary,6
694,289,44,38,61,33,43,70,electric,normal,50,Dry Skin,Sand Veil,Solar Power,6,Non-legendary,6
695,481,62,55,109,52,94,109,electric,normal,50,Dry Skin,Sand Veil,Solar Power,21,Non-legendary,6
696,362,58,89,45,77,45,48,rock,dragon,88.1,Strong Jaw,NA,Sturdy,26,Non-legendary,6
697,521,82,121,69,119,59,71,rock,dragon,88.1,Strong Jaw,NA,Rock Head,270,Non-legendary,6
698,362,77,59,67,50,63,46,rock,ice,88.1,Refrigerate,NA,Snow Warning,25.2,Non-legendary,6
699,521,123,77,99,72,92,58,rock,ice,88.1,Refrigerate,NA,Snow Warning,225,Non-legendary,6
700,525,95,65,110,65,130,60,fairy,NA,88.1,Cute Charm,NA,Pixilate,23.5,Non-legendary,6
701,500,78,92,74,75,63,118,fighting,flying,50,Limber,Unburden,Mold Breaker,21.5,Non-legendary,6
702,431,67,58,81,57,67,101,electric,fairy,50,Cheek Pouch,Pickup,Plus,2.2,Non-legendary,6
703,500,50,50,50,150,150,50,rock,fairy,NA,Clear Body,NA,Sturdy,5.7,Non-legendary,6
704,300,45,50,55,35,75,40,dragon,NA,50,Sap Sipper,Hydration,Gooey,2.8,Non-legendary,6
705,452,68,75,83,53,113,60,dragon,NA,50,Sap Sipper,Hydration,Gooey,17.5,Non-legendary,6
706,600,90,100,110,70,150,80,dragon,NA,50,Sap Sipper,Hydration,Gooey,150.5,Non-legendary,6
707,470,57,80,80,91,87,75,steel,fairy,50,Prankster,NA,Magician,3,Non-legendary,6
708,309,43,70,50,48,60,38,ghost,grass,50,Natural Cure,Frisk,Harvest,7,Non-legendary,6
709,474,85,110,65,76,82,56,ghost,grass,50,Natural Cure,Frisk,Harvest,71,Non-legendary,6
710,335,59,66,44,70,55,41,ghost,grass,50,Pickup,Frisk,Insomnia,15,Non-legendary,6
711,494,85,100,58,122,75,54,ghost,grass,50,Pickup,Frisk,Insomnia,39,Non-legendary,6
712,304,55,69,32,85,35,28,ice,NA,50,Own Tempo,Ice Body,Sturdy,99.5,Non-legendary,6
713,514,95,117,44,184,46,28,ice,NA,50,Own Tempo,Ice Body,Sturdy,505,Non-legendary,6
714,245,40,30,45,35,40,55,flying,dragon,50,Frisk,Infiltrator,Telepathy,8,Non-legendary,6
715,535,85,70,97,80,80,123,flying,dragon,50,Frisk,Infiltrator,Telepathy,85,Non-legendary,6
716,680,126,131,131,95,98,99,fairy,NA,NA,Fairy Aura,NA,NA,215,Legendary,6
717,680,126,131,131,95,98,99,dark,flying,NA,Dark Aura,NA,NA,203,Legendary,6
718,708,216,100,91,121,95,85,dragon,ground,NA,Aura Break,NA,Power Construct,284.6,Legendary,6
719,700,50,160,160,110,110,110,rock,fairy,NA,Clear Body,NA,NA,8.8,Legendary,6
720,680,80,160,170,60,130,80,psychic,ghost,NA,Magician,NA,NA,NA,Legendary,6
721,600,80,110,130,120,90,70,fire,water,NA,Water Absorb,NA,NA,195,Legendary,6
722,320,68,55,50,55,50,42,grass,flying,88.1,Overgrow,NA,Long Reach,1.5,Non-legendary,7
723,420,78,75,70,75,70,52,grass,flying,88.1,Overgrow,NA,Long Reach,16,Non-legendary,7
724,530,78,107,100,75,100,70,grass,ghost,88.1,Overgrow,NA,Long Reach,36.6,Non-legendary,7
725,320,45,65,60,40,40,70,fire,NA,88.1,Blaze,NA,Intimidate,4.3,Non-legendary,7
726,420,65,85,80,50,50,90,fire,NA,88.1,Blaze,NA,Intimidate,25,Non-legendary,7
727,530,95,115,80,90,90,60,fire,dark,88.1,Blaze,NA,Intimidate,83,Non-legendary,7
728,320,50,54,66,54,56,40,water,NA,88.1,Torrent,NA,Liquid Voice,7.5,Non-legendary,7
729,420,60,69,91,69,81,50,water,NA,88.1,Torrent,NA,Liquid Voice,17.5,Non-legendary,7
730,530,80,74,126,74,116,60,water,fairy,88.1,Torrent,NA,Liquid Voice,44,Non-legendary,7
731,265,35,75,30,30,30,65,normal,flying,50,Keen Eye,Skill Link,Pickup,1.2,Non-legendary,7
732,355,55,85,40,50,50,75,normal,flying,50,Keen Eye,Skill Link,Pickup,14.8,Non-legendary,7
733,485,80,120,75,75,75,60,normal,flying,50,Keen Eye,Skill Link,Sheer Force,26,Non-legendary,7
734,253,48,70,30,30,30,45,normal,NA,50,Stakeout,Strong Jaw,Adaptability,6,Non-legendary,7
735,418,88,110,55,60,60,45,normal,NA,50,Stakeout,Strong Jaw,Adaptability,14.2,Non-legendary,7
736,300,47,62,55,45,45,46,bug,NA,50,Swarm,NA,NA,4.4,Non-legendary,7
737,400,57,82,55,95,75,36,bug,electric,50,Battery,NA,NA,10.5,Non-legendary,7
738,500,77,70,145,90,75,43,bug,electric,50,Levitate,NA,NA,45,Non-legendary,7
739,338,47,82,42,57,47,63,fighting,NA,50,Hyper Cutter,Iron Fist,Anger Point,7,Non-legendary,7
740,478,97,132,62,77,67,43,fighting,ice,50,Hyper Cutter,Iron Fist,Anger Point,180,Non-legendary,7
741,476,75,70,98,70,70,93,fire,flying,24.6,Dancer,NA,NA,3.4,Non-legendary,7
742,304,40,45,55,40,40,84,bug,fairy,50,Honey Gather,Shield Dust,Sweet Veil,0.2,Non-legendary,7
743,464,60,55,95,60,70,124,bug,fairy,50,Honey Gather,Shield Dust,Sweet Veil,0.5,Non-legendary,7
744,280,45,65,30,40,40,60,rock,NA,50,Keen Eye,Vital Spirit,Steadfast,9.2,Non-legendary,7
745,487,85,115,55,75,75,82,rock,NA,50,Keen Eye,Sand Rush,Steadfast,NA,Non-legendary,7
746,620,45,140,140,130,135,30,water,NA,50,Schooling,NA,NA,0.3,Non-legendary,7
747,305,50,53,43,62,52,45,poison,water,50,Merciless,Limber,Regenerator,8,Non-legendary,7
748,495,50,63,53,152,142,35,poison,water,50,Merciless,Limber,Regenerator,14.5,Non-legendary,7
749,385,70,100,45,70,55,45,ground,NA,50,Own Tempo,Stamina,Inner Focus,110,Non-legendary,7
750,500,100,125,55,100,85,35,ground,NA,50,Own Tempo,Stamina,Inner Focus,920,Non-legendary,7
751,269,38,40,40,52,72,27,water,bug,50,Water Bubble,NA,Water Absorb,4,Non-legendary,7
752,454,68,70,50,92,132,42,water,bug,50,Water Bubble,NA,Water Absorb,82,Non-legendary,7
753,250,40,55,50,35,35,35,grass,NA,50,Leaf Guard,NA,Contrary,1.5,Non-legendary,7
754,480,70,105,80,90,90,45,grass,NA,50,Leaf Guard,NA,Contrary,18.5,Non-legendary,7
755,285,40,35,65,55,75,15,grass,fairy,50,Illuminate,Effect Spore,Rain Dish,1.5,Non-legendary,7
756,405,60,45,90,80,100,30,grass,fairy,50,Illuminate,Effect Spore,Rain Dish,11.5,Non-legendary,7
757,320,48,44,71,40,40,77,poison,fire,88.1,Corrosion,NA,Oblivious,4.8,Non-legendary,7
758,480,68,64,111,60,60,117,poison,fire,0,Corrosion,NA,Oblivious,22.2,Non-legendary,7
759,340,70,75,45,50,50,50,normal,fighting,50,Fluffy,Klutz,Cute Charm,6.8,Non-legendary,7
760,500,120,125,55,80,60,60,normal,fighting,50,Fluffy,Klutz,Unnerve,135,Non-legendary,7
761,210,42,30,30,38,38,32,grass,NA,0,Leaf Guard,Oblivious,Sweet Veil,3.2,Non-legendary,7
762,290,52,40,40,48,48,62,grass,NA,0,Leaf Guard,Oblivious,Sweet Veil,8.2,Non-legendary,7
763,510,72,120,50,98,98,72,grass,NA,0,Leaf Guard,Queenly Majesty,Sweet Veil,21.4,Non-legendary,7
764,485,51,52,82,90,110,100,fairy,NA,24.6,Flower Veil,Triage,Natural Cure,0.3,Non-legendary,7
765,490,90,60,90,80,110,60,normal,psychic,50,Inner Focus,Telepathy,Symbiosis,76,Non-legendary,7
766,490,100,120,40,90,60,80,fighting,NA,50,Receiver,NA,Defiant,82.8,Non-legendary,7
767,230,25,35,20,40,30,80,bug,water,50,Wimp Out,NA,NA,12,Non-legendary,7
768,530,75,125,60,140,90,40,bug,water,50,Emergency Exit,NA,NA,108,Non-legendary,7
769,320,55,55,70,80,45,15,ghost,ground,50,Water Compaction,NA,Sand Veil,70,Non-legendary,7
770,480,85,75,100,110,75,35,ghost,ground,50,Water Compaction,NA,Sand Veil,250,Non-legendary,7
771,410,55,60,30,130,130,5,water,NA,50,Innards Out,NA,Unaware,1.2,Non-legendary,7
772,534,95,95,95,95,95,59,normal,NA,NA,Battle Armor,NA,NA,120.5,Non-legendary,7
773,570,95,95,95,95,95,95,normal,NA,NA,RKS System,NA,NA,100.5,Non-legendary,7
774,500,60,100,100,60,60,120,rock,flying,NA,Shields Down,NA,NA,40,Non-legendary,7
775,480,65,115,75,65,95,65,normal,NA,50,Comatose,NA,NA,19.9,Non-legendary,7
776,485,60,78,91,135,85,36,fire,dragon,50,Shell Armor,NA,NA,212,Non-legendary,7
777,435,65,98,40,63,73,96,electric,steel,50,Iron Barbs,Lightningrod,Sturdy,3.3,Non-legendary,7
778,476,55,90,50,80,105,96,ghost,fairy,50,Disguise,NA,NA,0.7,Non-legendary,7
779,475,68,105,70,70,70,92,water,psychic,50,Dazzling,Strong Jaw,Wonder Skin,19,Non-legendary,7
780,485,78,60,135,85,91,36,normal,dragon,50,Berserk,Sap Sipper,Cloud Nine,185,Non-legendary,7
